question_id,prompt,correct_answer,naive_answer,as_of_day,subject,domain
q1086,"As of day 40, what was true about docs_18 in fast?",v20,v33,40,docs_18,fast
q1087,"As of day 42, what was true about spec_29 in slow?",v14,v18,42,spec_29,slow
q1088,"As of day 42, what was true about status_16 in fast?",v23,v34,42,status_16,fast
q1089,"As of day 18, what was true about api_26 in medium?",v8,v23,18,api_26,medium
q1090,"As of day 40, what was true about incident_8 in fast?",v27,v45,40,incident_8,fast
q1091,"As of day 44, what was true about docs_18 in fast?",v23,v33,44,docs_18,fast
q1092,"As of day 44, what was true about incident_11 in fast?",v25,v34,44,incident_11,fast
q1093,"As of day 59, what was true about hardware_1 in slow?",v11,v18,59,hardware_1,slow
q1094,"As of day 49, what was true about api_21 in medium?",v23,v27,49,api_21,medium
q1095,"As of day 11, what was true about model_23 in medium?",v5,v30,11,model_23,medium
q1096,"As of day 45, what was true about model_13 in medium?",v18,v28,45,model_13,medium
q1097,"As of day 31, what was true about api_8 in medium?",v3,v27,31,api_8,medium
q1098,"As of day 32, what was true about hardware_29 in slow?",v8,v18,32,hardware_29,slow
q1099,"As of day 54, what was true about status_5 in fast?",v36,v40,54,status_5,fast
q1100,"As of day 14, what was true about api_10 in medium?",v5,v22,14,api_10,medium
q1101,"As of day 11, what was true about hardware_16 in slow?",v2,v19,11,hardware_16,slow
q1102,"As of day 30, what was true about spec_9 in slow?",v5,v14,30,spec_9,slow
q1103,"As of day 9, what was true about docs_19 in fast?",v6,v37,9,docs_19,fast
q1104,"As of day 36, what was true about pricing_13 in medium?",v13,v20,36,pricing_13,medium
q1105,"As of day 32, what was true about spec_21 in slow?",v6,v14,32,spec_21,slow
q1106,"As of day 36, what was true about spec_28 in slow?",v9,v16,36,spec_28,slow
q1107,"As of day 47, what was true about docs_13 in fast?",v38,v42,47,docs_13,fast
q1108,"As of day 17, what was true about incident_15 in fast?",v14,v38,17,incident_15,fast
q1109,"As of day 1, what was true about pricing_2 in medium?",v1,v29,1,pricing_2,medium
q1110,"As of day 4, what was true about status_24 in fast?",v3,v47,4,status_24,fast
q1111,"As of day 51, what was true about status_2 in fast?",v31,v38,51,status_2,fast
q1112,"As of day 27, what was true about incident_15 in fast?",v19,v38,27,incident_15,fast
q1113,"As of day 11, what was true about docs_12 in fast?",v7,v36,11,docs_12,fast
q1114,"As of day 22, what was true about hardware_0 in slow?",v8,v15,22,hardware_0,slow
q1115,"As of day 52, what was true about incident_23 in fast?",v31,v35,52,incident_23,fast
q1116,"As of day 18, what was true about pricing_9 in medium?",v4,v25,18,pricing_9,medium
q1117,"As of day 12, what was true about pricing_14 in medium?",v7,v23,12,pricing_14,medium
q1118,"As of day 34, what was true about spec_17 in slow?",v8,v12,34,spec_17,slow
q1119,"As of day 25, what was true about incident_5 in fast?",v19,v41,25,incident_5,fast
q1120,"As of day 3, what was true about incident_3 in fast?",v2,v36,3,incident_3,fast
q1121,"As of day 15, what was true about incident_12 in fast?",v8,v41,15,incident_12,fast
q1122,"As of day 58, what was true about status_16 in fast?",v32,v34,58,status_16,fast
q1123,"As of day 59, what was true about status_7 in fast?",v36,v40,59,status_7,fast
q1124,"As of day 21, what was true about api_9 in medium?",v1,v19,21,api_9,medium
q1125,"As of day 37, what was true about spec_16 in slow?",v13,v18,37,spec_16,slow
q1126,"As of day 51, what was true about status_4 in fast?",v32,v41,51,status_4,fast
q1127,"As of day 26, what was true about api_24 in medium?",v13,v26,26,api_24,medium
q1128,"As of day 27, what was true about docs_11 in fast?",v13,v36,27,docs_11,fast
q1129,"As of day 17, what was true about api_26 in medium?",v7,v23,17,api_26,medium
q1130,"As of day 1, what was true about docs_9 in fast?",v1,v36,1,docs_9,fast
q1131,"As of day 21, what was true about model_10 in medium?",v11,v30,21,model_10,medium
q1132,"As of day 34, what was true about hardware_25 in slow?",v11,v19,34,hardware_25,slow
q1133,"As of day 43, what was true about incident_6 in fast?",v25,v38,43,incident_6,fast
q1134,"As of day 18, what was true about docs_7 in fast?",v13,v40,18,docs_7,fast
q1135,"As of day 24, what was true about docs_19 in fast?",v16,v37,24,docs_19,fast
q1136,"As of day 36, what was true about pricing_9 in medium?",v13,v25,36,pricing_9,medium
q1137,"As of day 23, what was true about docs_19 in fast?",v16,v37,23,docs_19,fast
q1138,"As of day 39, what was true about model_28 in medium?",v22,v32,39,model_28,medium
q1139,"As of day 7, what was true about model_28 in medium?",v6,v32,7,model_28,medium
q1140,"As of day 10, what was true about docs_4 in fast?",v5,v49,10,docs_4,fast
q1141,"As of day 58, what was true about hardware_18 in slow?",v13,v20,58,hardware_18,slow
q1142,"As of day 10, what was true about pricing_2 in medium?",v6,v29,10,pricing_2,medium
q1143,"As of day 32, what was true about api_23 in medium?",v7,v16,32,api_23,medium
q1144,"As of day 57, what was true about hardware_29 in slow?",v16,v18,57,hardware_29,slow
q1145,"As of day 2, what was true about status_18 in fast?",v2,v41,2,status_18,fast
q1146,"As of day 21, what was true about incident_14 in fast?",v15,v45,21,incident_14,fast
q1147,"As of day 8, what was true about spec_20 in slow?",v4,v15,8,spec_20,slow
q1148,"As of day 22, what was true about pricing_5 in medium?",v5,v23,22,pricing_5,medium
q1149,"As of day 13, what was true about model_15 in medium?",v6,v24,13,model_15,medium
q1150,"As of day 34, what was true about hardware_21 in slow?",v11,v15,34,hardware_21,slow
q1151,"As of day 49, what was true about spec_25 in slow?",v16,v20,49,spec_25,slow
q1152,"As of day 8, what was true about incident_21 in fast?",v6,v39,8,incident_21,fast
q1153,"As of day 25, what was true about api_6 in medium?",v8,v29,25,api_6,medium
q1154,"As of day 8, what was true about hardware_0 in slow?",v3,v15,8,hardware_0,slow
q1155,"As of day 30, what was true about model_24 in medium?",v14,v27,30,model_24,medium
q1156,"As of day 45, what was true about api_16 in medium?",v9,v35,45,api_16,medium
q1157,"As of day 43, what was true about model_9 in medium?",v14,v22,43,model_9,medium
q1158,"As of day 1, what was true about pricing_12 in medium?",v1,v27,1,pricing_12,medium
q1159,"As of day 38, what was true about pricing_13 in medium?",v14,v20,38,pricing_13,medium
q1160,"As of day 12, what was true about status_20 in fast?",v11,v37,12,status_20,fast
q1161,"As of day 14, what was true about hardware_23 in slow?",v5,v17,14,hardware_23,slow
q1162,"As of day 2, what was true about incident_5 in fast?",v2,v41,2,incident_5,fast
q1163,"As of day 49, what was true about api_25 in medium?",v21,v25,49,api_25,medium
q1164,"As of day 48, what was true about api_14 in medium?",v3,v18,48,api_14,medium
q1166,"As of day 25, what was true about status_18 in fast?",v19,v41,25,status_18,fast
q1167,"As of day 59, what was true about model_27 in medium?",v19,v20,59,model_27,medium
q1168,"As of day 1, what was true about model_20 in medium?",v1,v28,1,model_20,medium
q1169,"As of day 14, what was true about incident_17 in fast?",v6,v39,14,incident_17,fast
q1170,"As of day 47, what was true about status_5 in fast?",v31,v40,47,status_5,fast
q1171,"As of day 47, what was true about spec_2 in slow?",v1,v11,47,spec_2,slow
q1172,"As of day 45, what was true about hardware_5 in slow?",v13,v16,45,hardware_5,slow
q1173,"As of day 52, what was true about incident_18 in fast?",v35,v32,52,incident_18,fast
q1174,"As of day 44, what was true about model_4 in medium?",v24,v29,44,model_4,medium
q1175,"As of day 26, what was true about api_20 in medium?",v10,v20,26,api_20,medium
q1176,"As of day 8, what was true about incident_0 in fast?",v3,v28,8,incident_0,fast
q1177,"As of day 29, what was true about model_9 in medium?",v15,v22,29,model_9,medium
q1178,"As of day 22, what was true about pricing_12 in medium?",v13,v27,22,pricing_12,medium
q1179,"As of day 54, what was true about incident_4 in fast?",v38,v44,54,incident_4,fast
q1180,"As of day 31, what was true about docs_14 in fast?",v17,v31,31,docs_14,fast
q1181,"As of day 4, what was true about status_3 in fast?",v3,v41,4,status_3,fast
q1182,"As of day 55, what was true about api_23 in medium?",v15,v16,55,api_23,medium
q1183,"As of day 40, what was true about incident_3 in fast?",v21,v36,40,incident_3,fast
q1184,"As of day 50, what was true about spec_28 in slow?",v13,v16,50,spec_28,slow
q1185,"As of day 42, what was true about docs_11 in fast?",v23,v36,42,docs_11,fast
q1186,"As of day 59, what was true about api_6 in medium?",v4,v29,59,api_6,medium
q1187,"As of day 23, what was true about api_19 in medium?",v10,v30,23,api_19,medium
q1188,"As of day 34, what was true about status_5 in fast?",v28,v40,34,status_5,fast
q1189,"As of day 47, what was true about status_6 in fast?",v27,v39,47,status_6,fast
q1190,"As of day 28, what was true about status_14 in fast?",v20,v40,28,status_14,fast
q1191,"As of day 56, what was true about status_18 in fast?",v37,v41,56,status_18,fast
q1192,"As of day 43, what was true about spec_15 in slow?",v6,v20,43,spec_15,slow
q1193,"As of day 55, what was true about api_9 in medium?",v1,v19,55,api_9,medium
q1194,"As of day 14, what was true about status_20 in fast?",v12,v37,14,status_20,fast
q1195,"As of day 54, what was true about incident_11 in fast?",v30,v34,54,incident_11,fast
q1196,"As of day 37, what was true about api_12 in medium?",v1,v27,37,api_12,medium
q1197,"As of day 59, what was true about status_10 in fast?",v36,v37,59,status_10,fast
q1198,"As of day 46, what was true about spec_19 in slow?",v11,v15,46,spec_19,slow
q1199,"As of day 33, what was true about model_12 in medium?",v17,v24,33,model_12,medium
q1200,"As of day 6, what was true about docs_8 in fast?",v5,v43,6,docs_8,fast
q1793,"As of day 51, what was the value for spec_11 in slow?",v17,v20,51,spec_11,slow
q1615,"As of day 58, what was the value for model_8 in medium?",v22,v23,58,model_8,medium
q1788,"As of day 51, what was the value for spec_12 in slow?",v6,v7,51,spec_12,slow
q1434,"As of day 38, what was the value for incident_21 in fast?",v28,v39,38,incident_21,fast
q1958,"As of day 13, what was the value for pricing_3 in medium?",v4,v28,13,pricing_3,medium
q1897,"As of day 51, what was the value for api_13 in medium?",v2,v26,51,api_13,medium
q1627,"As of day 47, what was the value for model_17 in medium?",v17,v24,47,model_17,medium
q1901,"As of day 49, what was the value for docs_8 in fast?",v33,v43,49,docs_8,fast
q43,"As of day 56, what was the value for status_23 in fast?",v37,v43,56,status_23,fast
q1869,"As of day 19, what was the value for hardware_17 in slow?",v5,v14,19,hardware_17,slow
q1566,"As of day 55, what is the current value for hardware_10?",v9,v10,55,hardware_10,slow
q1480,"As of day 48, what was the value for model_3 in medium?",v18,v19,48,model_3,medium
q1295,"As of day 58, what was the value for docs_16 in fast?",v34,v36,58,docs_16,fast
q1621,"As of day 44, what was the value for status_14 in fast?",v31,v40,44,status_14,fast
q1967,"As of day 16, what was the value for docs_4 in fast?",v12,v49,16,docs_4,fast
q1761,"As of day 52, what was the value for model_15 in medium?",v20,v24,52,model_15,medium
q1473,"As of day 35, what was the value for incident_26 in fast?",v29,v47,35,incident_26,fast
q1887,"As of day 21, what was the value for hardware_9 in slow?",v7,v18,21,hardware_9,slow
q1789,"As of day 58, what was the value for model_9 in medium?",v29,v22,58,model_9,medium
q1525,"As of day 13, what was the value for hardware_6 in slow?",v4,v11,13,hardware_6,slow
q1939,"As of day 58, what is the current value for spec_18?",v14,v16,58,spec_18,slow
q1360,"As of day 50, what was the value for incident_15 in fast?",v32,v38,50,incident_15,fast
q1399,"As of day 2, what was the value for hardware_3 in slow?",v1,v13,2,hardware_3,slow
q1226,"As of day 26, what was the value for pricing_0 in medium?",v8,v23,26,pricing_0,medium
q1602,"As of day 28, what was the value for docs_14 in fast?",v16,v31,28,docs_14,fast
q1998,"As of day 56, what was the value for spec_1 in slow?",v2,v19,56,spec_1,slow
q1365,"As of day 45, what was the value for spec_16 in slow?",v7,v18,45,spec_16,slow
q1738,"As of day 55, what is the current value for spec_3?",v3,v7,55,spec_3,slow
q1214,"As of day 50, what was the value for api_1 in medium?",v1,v17,50,api_1,medium
q1165,"As of day 59, what is the current value for api_13?",v2,v26,59,api_13,medium
q1262,"As of day 50, what was the value for model_18 in medium?",v21,v23,50,model_18,medium
q1223,"As of day 43, what was the value for model_6 in medium?",v20,v21,43,model_6,medium
q1906,"As of day 50, what was the value for incident_9 in fast?",v30,v37,50,incident_9,fast
q1813,"As of day 33, what was the value for hardware_16 in slow?",v11,v19,33,hardware_16,slow
q1712,"As of day 11, what was the value for pricing_4 in medium?",v8,v28,11,pricing_4,medium
q1739,"As of day 18, what was the value for docs_9 in fast?",v12,v36,18,docs_9,fast
q1951,"As of day 4, what was the value for status_16 in fast?",v3,v34,4,status_16,fast
q1850,"As of day 57, what was the value for hardware_12 in slow?",v16,v15,57,hardware_12,slow
q1260,"As of day 20, what was the value for status_11 in fast?",v14,v41,20,status_11,fast
q1932,"As of day 11, what was the value for api_17 in medium?",v3,v26,11,api_17,medium
q1225,"As of day 38, what was the value for incident_20 in fast?",v20,v34,38,incident_20,fast
q1557,"As of day 6, what was the value for spec_9 in slow?",v2,v14,6,spec_9,slow
q1550,"As of day 23, what was the value for spec_9 in slow?",v4,v14,23,spec_9,slow
q1498,"As of day 56, what was the value for status_27 in fast?",v42,v45,56,status_27,fast
q1505,"As of day 59, what is the current value for model_8?",v22,v23,59,model_8,medium
q1660,"As of day 18, what was the value for api_9 in medium?",v1,v19,18,api_9,medium
q1629,"As of day 42, what was the value for api_9 in medium?",v1,v19,42,api_9,medium
q1655,"As of day 58, what is the current value for docs_2?",v39,v40,58,docs_2,fast
q1581,"As of day 42, what was the value for incident_9 in fast?",v25,v37,42,incident_9,fast
q1990,"As of day 47, what was the value for hardware_16 in slow?",v15,v19,47,hardware_16,slow
q1209,"As of day 22, what was the value for api_15 in medium?",v15,v29,22,api_15,medium
q1766,"As of day 28, what was the value for hardware_19 in slow?",v5,v16,28,hardware_19,slow
q1912,"As of day 10, what was the value for incident_11 in fast?",v7,v34,10,incident_11,fast
q1930,"As of day 5, what was the value for status_22 in fast?",v4,v38,5,status_22,fast
q1503,"As of day 13, what was the value for spec_6 in slow?",v2,v10,13,spec_6,slow
q1320,"As of day 20, what was the value for docs_0 in fast?",v13,v41,20,docs_0,fast
q1881,"As of day 52, what was the value for pricing_3 in medium?",v25,v28,52,pricing_3,medium
q1965,"As of day 24, what was the value for spec_0 in slow?",v2,v14,24,spec_0,slow
q1504,"As of day 37, what was the value for status_15 in fast?",v19,v36,37,status_15,fast
q1857,"As of day 59, what is the current value for api_2?",v1,v12,59,api_2,medium
q1414,"As of day 41, what was the value for incident_9 in fast?",v29,v37,41,incident_9,fast
q1720,"As of day 12, what was the value for spec_10 in slow?",v1,v18,12,spec_10,slow
q1927,"As of day 44, what was the value for spec_7 in slow?",v1,v20,44,spec_7,slow
q1393,"As of day 12, what was the value for incident_2 in fast?",v9,v39,12,incident_2,fast
q1278,"As of day 59, what was the value for status_28 in fast?",v46,v47,59,status_28,fast
q1661,"As of day 57, what was the value for status_25 in fast?",v45,v48,57,status_25,fast
q1476,"As of day 45, what was the value for hardware_15 in slow?",v14,v18,45,hardware_15,slow
q1628,"As of day 54, what is the current value for hardware_9?",v16,v18,54,hardware_9,slow
q1419,"As of day 30, what was the value for api_14 in medium?",v3,v18,30,api_14,medium
q87,"As of day 59, what was the value for api_3 in medium?",v2,v25,59,api_3,medium
q1449,"As of day 59, what is the current value for api_18?",v28,v29,59,api_18,medium
q1216,"As of day 52, what was the value for docs_16 in fast?",v29,v36,52,docs_16,fast
q1642,"As of day 13, what was the value for status_23 in fast?",v10,v43,13,status_23,fast
q440,"As of day 59, what is the current value for api_18?",v28,v29,59,api_18,medium
q1457,"As of day 40, what was the value for incident_10 in fast?",v21,v43,40,incident_10,fast
q1625,"As of day 23, what was the value for pricing_0 in medium?",v11,v23,23,pricing_0,medium
q1679,"As of day 27, what was the value for docs_3 in fast?",v12,v42,27,docs_3,fast
q1837,"As of day 47, what was the value for status_26 in fast?",v37,v48,47,status_26,fast
q1745,"As of day 32, what was the value for hardware_18 in slow?",v12,v20,32,hardware_18,slow
q1815,"As of day 29, what was the value for status_29 in fast?",v19,v39,29,status_29,fast
q1258,"As of day 18, what was the value for status_7 in fast?",v9,v40,18,status_7,fast
q1486,"As of day 45, what was the value for incident_10 in fast?",v25,v43,45,incident_10,fast
q1429,"As of day 36, what was the value for incident_14 in fast?",v25,v45,36,incident_14,fast
q1518,"As of day 58, what is the current value for incident_21?",v37,v39,58,incident_21,fast
q1683,"As of day 28, what was the value for status_23 in fast?",v20,v43,28,status_23,fast
q1318,"As of day 11, what was the value for incident_29 in fast?",v10,v44,11,incident_29,fast
q1249,"As of day 55, what was the value for api_3 in medium?",v2,v25,55,api_3,medium
q1954,"As of day 33, what was the value for incident_25 in fast?",v21,v41,33,incident_25,fast
q1630,"As of day 51, what was the value for status_16 in fast?",v27,v34,51,status_16,fast
q1903,"As of day 57, what was the value for status_9 in fast?",v39,v42,57,status_9,fast
q1865,"As of day 1, what was the value for status_8 in fast?",v1,v41,1,status_8,fast
q1860,"As of day 8, what was the value for hardware_15 in slow?",v3,v18,8,hardware_15,slow
q1971,"As of day 22, what was the value for model_2 in medium?",v8,v19,22,model_2,medium
q1622,"As of day 24, what was the value for incident_24 in fast?",v15,v41,24,incident_24,fast
q1506,"As of day 3, what was the value for incident_24 in fast?",v3,v41,3,incident_24,fast
q1516,"As of day 48, what was the value for status_8 in fast?",v28,v41,48,status_8,fast
q1963,"As of day 10, what was the value for status_11 in fast?",v7,v41,10,status_11,fast
q1757,"As of day 13, what was the value for hardware_12 in slow?",v5,v15,13,hardware_12,slow
q1529,"As of day 59, what was the value for model_7 in medium?",v19,v20,59,model_7,medium
q1847,"As of day 24, what was the value for spec_5 in slow?",v1,v13,24,spec_5,slow
q1224,"As of day 1, what was the value for spec_9 in slow?",v1,v14,1,spec_9,slow
q1899,"As of day 57, what is the current value for spec_5?",v1,v13,57,spec_5,slow
q1568,"As of day 59, what is the current value for api_5?",v3,v15,59,api_5,medium
q1279,"As of day 56, what was the value for api_7 in medium?",v4,v23,56,api_7,medium
q1876,"As of day 49, what was the value for incident_10 in fast?",v34,v43,49,incident_10,fast
q1453,"As of day 57, what was the value for docs_9 in fast?",v33,v36,57,docs_9,fast
q1229,"As of day 35, what was the value for spec_18 in slow?",v8,v16,35,spec_18,slow
q1420,"As of day 14, what was the value for status_26 in fast?",v9,v48,14,status_26,fast
q1784,"As of day 24, what was the value for model_17 in medium?",v8,v24,24,model_17,medium
q1377,"As of day 36, what was the value for status_25 in fast?",v30,v48,36,status_25,fast
q1598,"As of day 6, what was the value for status_15 in fast?",v2,v36,6,status_15,fast
q1662,"As of day 32, what was the value for docs_11 in fast?",v16,v36,32,docs_11,fast
q1423,"As of day 50, what was the value for status_19 in fast?",v35,v42,50,status_19,fast
q1357,"As of day 52, what was the value for docs_10 in fast?",v28,v33,52,docs_10,fast
q1824,"As of day 49, what was the value for spec_12 in slow?",v6,v7,49,spec_12,slow
q1647,"As of day 51, what was the value for pricing_3 in medium?",v25,v28,51,pricing_3,medium
q1415,"As of day 29, what was the value for pricing_0 in medium?",v13,v23,29,pricing_0,medium
q1327,"As of day 22, what was the value for docs_0 in fast?",v15,v41,22,docs_0,fast
q1444,"As of day 37, what was the value for incident_2 in fast?",v23,v39,37,incident_2,fast
q1385,"As of day 14, what was the value for incident_23 in fast?",v5,v35,14,incident_23,fast
q1619,"As of day 15, what was the value for api_6 in medium?",v3,v29,15,api_6,medium
q1215,"As of day 59, what is the current value for status_18?",v40,v41,59,status_18,fast
q1594,"As of day 41, what was the value for status_6 in fast?",v24,v39,41,status_6,fast
q1432,"As of day 24, what was the value for docs_7 in fast?",v17,v40,24,docs_7,fast
q1946,"As of day 26, what was the value for status_11 in fast?",v20,v41,26,status_11,fast
q1875,"As of day 8, what was the value for status_21 in fast?",v5,v48,8,status_21,fast
q1283,"As of day 58, what was the value for status_28 in fast?",v45,v47,58,status_28,fast
q1274,"As of day 58, what is the current value for incident_3?",v35,v36,58,incident_3,fast
q1312,"As of day 51, what was the value for api_5 in medium?",v3,v15,51,api_5,medium
q1523,"As of day 58, what was the value for incident_22 in fast?",v36,v34,58,incident_22,fast
q1539,"As of day 57, what was the value for status_14 in fast?",v37,v40,57,status_14,fast
q1987,"As of day 25, what was the value for api_4 in medium?",v9,v21,25,api_4,medium
q1296,"As of day 22, what was the value for model_8 in medium?",v10,v23,22,model_8,medium
q1728,"As of day 51, what was the value for spec_5 in slow?",v1,v13,51,spec_5,slow
q1780,"As of day 48, what was the value for spec_13 in slow?",v3,v13,48,spec_13,slow
q1338,"As of day 51, what was the value for incident_28 in fast?",v37,v45,51,incident_28,fast
q1790,"As of day 40, what was the value for incident_17 in fast?",v28,v39,40,incident_17,fast
q1567,"As of day 47, what was the value for incident_2 in fast?",v30,v39,47,incident_2,fast
q1691,"As of day 27, what was the value for spec_19 in slow?",v5,v15,27,spec_19,slow
q1323,"As of day 52, what was the value for model_2 in medium?",v16,v19,52,model_2,medium
q1451,"As of day 31, what was the value for api_6 in medium?",v4,v29,31,api_6,medium
q1510,"As of day 41, what was the value for docs_12 in fast?",v25,v36,41,docs_12,fast
q1276,"As of day 52, what was the value for hardware_19 in slow?",v11,v16,52,hardware_19,slow
q1902,"As of day 59, what is the current value for incident_21?",v41,v39,59,incident_21,fast
q1582,"As of day 41, what was the value for status_12 in fast?",v24,v35,41,status_12,fast
q1898,"As of day 37, what was the value for model_6 in medium?",v16,v21,37,model_6,medium
q841,"As of day 28, what was the value for status_3 in fast?",v20,v41,28,status_3,fast
q1708,"As of day 50, what was the value for status_27 in fast?",v37,v45,50,status_27,fast
q1678,"As of day 59, what was the value for status_7 in fast?",v36,v40,59,status_7,fast
q1571,"As of day 5, what was the value for api_12 in medium?",v1,v27,5,api_12,medium
q1762,"As of day 1, what was the value for spec_12 in slow?",v1,v7,1,spec_12,slow
q1970,"As of day 48, what was the value for status_25 in fast?",v37,v48,48,status_25,fast
q1868,"As of day 15, what was the value for model_18 in medium?",v7,v23,15,model_18,medium
q1268,"As of day 37, what was the value for model_3 in medium?",v15,v19,37,model_3,medium
q1522,"As of day 51, what was the value for docs_1 in fast?",v30,v40,51,docs_1,fast
q1936,"As of day 27, what was the value for model_9 in medium?",v14,v22,27,model_9,medium
q1387,"As of day 54, what was the value for docs_14 in fast?",v27,v31,54,docs_14,fast
q1469,"As of day 16, what was the value for incident_27 in fast?",v13,v47,16,incident_27,fast
q1396,"As of day 16, what was the value for api_12 in medium?",v1,v27,16,api_12,medium
q1807,"As of day 55, what was the value for docs_0 in fast?",v37,v41,55,docs_0,fast
q1722,"As of day 55, what was the value for incident_6 in fast?",v33,v38,55,incident_6,fast
q1344,"As of day 9, what was the value for model_13 in medium?",v6,v28,9,model_13,medium
q1633,"As of day 34, what was the value for status_18 in fast?",v22,v41,34,status_18,fast
q1247,"As of day 58, what was the value for status_0 in fast?",v38,v39,58,status_0,fast
q1933,"As of day 5, what was the value for status_22 in fast?",v4,v38,5,status_22,fast
q1733,"As of day 52, what was the value for docs_12 in fast?",v32,v36,52,docs_12,fast
q1760,"As of day 54, what was the value for docs_17 in fast?",v38,v48,54,docs_17,fast
q1914,"As of day 16, what was the value for api_7 in medium?",v4,v23,16,api_7,medium
q1667,"As of day 15, what was the value for api_12 in medium?",v1,v27,15,api_12,medium
q1500,"As of day 8, what was the value for incident_14 in fast?",v6,v45,8,incident_14,fast
q1424,"As of day 29, what was the value for status_25 in fast?",v23,v48,29,status_25,fast
q1676,"As of day 32, what was the value for docs_14 in fast?",v18,v31,32,docs_14,fast
q1879,"As of day 30, what was the value for incident_24 in fast?",v21,v41,30,incident_24,fast
q93,"As of day 7, what was the value for pricing_3 in medium?",v3,v28,7,pricing_3,medium
q1810,"As of day 11, what was the value for docs_2 in fast?",v8,v40,11,docs_2,fast
q1411,"As of day 15, what was the value for model_1 in medium?",v6,v21,15,model_1,medium
q1883,"As of day 46, what was the value for api_17 in medium?",v19,v26,46,api_17,medium
q1809,"As of day 24, what was the value for status_4 in fast?",v16,v41,24,status_4,fast
q1230,"As of day 34, what was the value for pricing_4 in medium?",v14,v28,34,pricing_4,medium
q1381,"As of day 28, what was the value for status_20 in fast?",v21,v37,28,status_20,fast
q1291,"As of day 58, what is the current value for docs_15?",v37,v38,58,docs_15,fast
q1552,"As of day 13, what was the value for docs_4 in fast?",v8,v49,13,docs_4,fast
q1687,"As of day 17, what was the value for spec_16 in slow?",v4,v18,17,spec_16,slow
q1758,"As of day 44, what was the value for status_9 in fast?",v28,v42,44,status_9,fast
q1645,"As of day 59, what is the current value for model_1?",v20,v21,59,model_1,medium
q354,"As of day 22, what was the value for status_3 in fast?",v16,v41,22,status_3,fast
q1995,"As of day 20, what was the value for hardware_15 in slow?",v8,v18,20,hardware_15,slow
q1342,"As of day 29, what was the value for api_19 in medium?",v14,v30,29,api_19,medium
q1768,"As of day 34, what was the value for spec_5 in slow?",v1,v13,34,spec_5,slow
q1597,"As of day 57, what was the value for docs_18 in fast?",v34,v33,57,docs_18,fast
q1730,"As of day 36, what was the value for incident_17 in fast?",v25,v39,36,incident_17,fast
q1953,"As of day 33, what was the value for spec_5 in slow?",v1,v13,33,spec_5,slow
q1326,"As of day 30, what was the value for status_9 in fast?",v21,v42,30,status_9,fast
q1690,"As of day 8, what was the value for docs_13 in fast?",v6,v42,8,docs_13,fast
q1560,"As of day 55, what was the value for hardware_0 in slow?",v14,v15,55,hardware_0,slow
q1639,"As of day 59, what is the current value for docs_6?",v27,v28,59,docs_6,fast
q1603,"As of day 47, what was the value for spec_6 in slow?",v3,v10,47,spec_6,slow
q1715,"As of day 13, what was the value for incident_21 in fast?",v11,v39,13,incident_21,fast
q1527,"As of day 54, what was the value for status_1 in fast?",v34,v39,54,status_1,fast
q1593,"As of day 1, what was the value for spec_3 in slow?",v1,v7,1,spec_3,slow
q1613,"As of day 59, what is the current value for status_18?",v40,v41,59,status_18,fast
q1663,"As of day 59, what is the current value for status_15?",v35,v36,59,status_15,fast
q1232,"As of day 23, what was the value for incident_7 in fast?",v20,v36,23,incident_7,fast
q1319,"As of day 15, what was the value for api_1 in medium?",v1,v17,15,api_1,medium
q1894,"As of day 30, what was the value for model_19 in medium?",v8,v23,30,model_19,medium
q1270,"As of day 32, what was the value for status_18 in fast?",v21,v41,32,status_18,fast
q1282,"As of day 26, what was the value for incident_8 in fast?",v18,v45,26,incident_8,fast
q1774,"As of day 2, what was the value for model_14 in medium?",v1,v22,2,model_14,medium
q1353,"As of day 14, what was the value for docs_8 in fast?",v10,v43,14,docs_8,fast
q1816,"As of day 46, what was the value for spec_6 in slow?",v3,v10,46,spec_6,slow
q1409,"As of day 28, what was the value for incident_17 in fast?",v20,v39,28,incident_17,fast
q1913,"As of day 42, what was the value for pricing_0 in medium?",v17,v23,42,pricing_0,medium
q1997,"As of day 39, what was the value for incident_6 in fast?",v21,v38,39,incident_6,fast
q1911,"As of day 49, what was the value for status_14 in fast?",v33,v40,49,status_14,fast
q1959,"As of day 45, what was the value for spec_7 in slow?",v1,v20,45,spec_7,slow
q1779,"As of day 21, what was the value for docs_17 in fast?",v18,v48,21,docs_17,fast
q1349,"As of day 52, what was the value for hardware_12 in slow?",v16,v15,52,hardware_12,slow
q1822,"As of day 23, what was the value for hardware_1 in slow?",v7,v18,23,hardware_1,slow
q1681,"As of day 30, what was the value for status_1 in fast?",v20,v39,30,status_1,fast
q1803,"As of day 44, what was the value for hardware_5 in slow?",v13,v16,44,hardware_5,slow
q1502,"As of day 2, what was the value for status_26 in fast?",v1,v48,2,status_26,fast
q1266,"As of day 58, what is the current value for model_16?",v31,v33,58,model_16,medium
q1986,"As of day 44, what was the value for pricing_9 in medium?",v19,v25,44,pricing_9,medium
q1852,"As of day 48, what was the value for model_19 in medium?",v18,v23,48,model_19,medium
q1238,"As of day 16, what was the value for status_8 in fast?",v10,v41,16,status_8,fast
q1271,"As of day 13, what was the value for hardware_15 in slow?",v6,v18,13,hardware_15,slow
q1541,"As of day 27, what was the value for model_12 in medium?",v15,v24,27,model_12,medium
